codice_isolato,agriturismo_strutture,locazione_turistica_strutture,albergo_strutture,aperto_strutture,complementare_strutture,extra_alberghiero_strutture,altro_strutture,agriturismo_letti,locazione_turistica_letti,albergo_letti,aperto_letti,complementare_letti,extra_alberghiero_letti,altro_letti,totale_strutture,totale_letti,data,codice_gruppo,codice_localita,codice_municipalita,codice_quartiere,nome_gruppo,nome_localita,nome_municipalita,nome_quartiere
270420640,0,4,0,0,0,0,0,0,12,0,0,0,0,0,4,12,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420641,0,2,0,0,2,0,1,0,3,0,0,305,0,255,5,563,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420650,0,5,0,0,0,0,0,0,26,0,0,0,0,0,5,26,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420652,0,5,2,0,0,0,0,0,19,30,0,0,0,0,7,49,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420653,0,2,0,0,0,0,0,0,6,0,0,0,0,0,2,6,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420654,0,4,0,0,1,0,0,0,12,0,0,6,0,0,5,18,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420655,0,3,0,0,0,0,0,0,11,0,0,0,0,0,3,11,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420656,0,3,0,0,0,0,0,0,14,0,0,0,0,0,3,14,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420660,0,5,0,0,1,0,0,0,15,0,0,11,0,0,6,26,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420661,0,3,0,0,0,0,0,0,7,0,0,0,0,0,3,7,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420663,0,3,0,0,0,0,0,0,14,0,0,0,0,0,3,14,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420664,0,2,0,0,0,0,0,0,8,0,0,0,0,0,2,8,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420665,0,2,0,0,0,0,0,0,6,0,0,0,0,0,2,6,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420666,0,2,0,0,2,0,0,0,6,0,0,16,0,0,4,22,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420667,0,1,0,0,1,0,0,0,8,0,0,11,0,0,2,19,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420668,0,3,0,0,0,0,0,0,9,0,0,0,0,0,3,9,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420669,0,0,2,0,1,0,0,0,0,62,0,16,0,0,3,78,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420671,0,3,1,0,0,0,0,0,12,136,0,0,0,0,4,148,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420672,0,0,1,0,0,1,0,0,0,20,0,0,16,0,2,36,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420673,0,0,1,0,1,0,0,0,0,25,0,3,0,0,2,28,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420674,0,5,0,0,1,0,0,0,14,0,0,5,0,0,6,19,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420675,0,4,0,0,0,0,0,0,12,0,0,0,0,0,4,12,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420676,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,5,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420677,0,13,0,0,1,1,0,0,61,0,0,5,3,0,15,69,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420678,0,4,0,0,0,0,0,0,14,0,0,0,0,0,4,14,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420679,0,2,0,0,0,0,0,0,5,0,0,0,0,0,2,5,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420680,0,10,0,0,0,0,0,0,67,0,0,0,0,0,10,67,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420681,0,6,1,0,2,0,0,0,24,24,0,7,0,0,9,55,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420682,0,4,0,0,0,0,0,0,19,0,0,0,0,0,4,19,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420684,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,6,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420685,0,3,0,0,0,0,0,0,13,0,0,0,0,0,3,13,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420686,0,3,0,0,0,0,0,0,13,0,0,0,0,0,3,13,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420687,0,1,1,0,0,0,0,0,3,46,0,0,0,0,2,49,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420688,0,7,1,0,1,0,0,0,17,24,0,2,0,0,9,43,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420690,0,7,0,0,1,0,0,0,20,0,0,3,0,0,8,23,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420691,0,2,1,0,1,0,0,0,9,62,0,11,0,0,4,82,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420692,0,6,0,0,1,0,0,0,21,0,0,3,0,0,7,24,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420693,0,3,0,0,0,0,0,0,8,0,0,0,0,0,3,8,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420694,0,6,1,0,2,0,0,0,25,18,0,31,0,0,9,74,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420695,0,0,2,0,1,0,0,0,0,29,0,10,0,0,3,39,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420696,0,15,1,0,3,0,0,0,76,13,0,35,0,0,19,124,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420697,0,8,1,0,5,0,0,0,39,51,0,47,0,0,14,137,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420698,0,4,0,0,2,0,0,0,16,0,0,11,0,0,6,27,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420699,0,3,0,0,0,0,0,0,10,0,0,0,0,0,3,10,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420700,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,3,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420701,0,3,0,0,0,0,0,0,8,0,0,0,0,0,3,8,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420702,0,7,0,0,1,0,0,0,35,0,0,17,0,0,8,52,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420703,0,7,0,0,1,1,0,0,26,0,0,2,2,0,9,30,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420704,0,2,0,0,0,0,0,0,12,0,0,0,0,0,2,12,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420705,0,5,0,0,0,0,0,0,16,0,0,0,0,0,5,16,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420706,0,5,0,0,0,0,0,0,17,0,0,0,0,0,5,17,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420707,0,9,0,0,0,0,0,0,31,0,0,0,0,0,9,31,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420708,0,5,0,0,0,0,0,0,16,0,0,0,0,0,5,16,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420712,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420714,0,2,0,0,0,0,0,0,7,0,0,0,0,0,2,7,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420715,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420716,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,3,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420718,0,2,0,0,0,0,0,0,9,0,0,0,0,0,2,9,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420719,0,10,0,0,2,0,0,0,35,0,0,8,0,0,12,43,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420720,0,7,1,0,1,0,0,0,21,19,0,2,0,0,9,42,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420721,0,2,0,0,0,0,0,0,9,0,0,0,0,0,2,9,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420722,0,2,0,0,0,0,0,0,4,0,0,0,0,0,2,4,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420724,0,8,0,0,0,0,0,0,30,0,0,0,0,0,8,30,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420725,0,4,0,0,0,0,0,0,15,0,0,0,0,0,4,15,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420726,0,8,0,0,2,0,0,0,38,0,0,12,0,0,10,50,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420727,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,3,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420728,0,2,0,0,0,0,0,0,4,0,0,0,0,0,2,4,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420729,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420731,0,2,0,0,0,0,0,0,6,0,0,0,0,0,2,6,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420732,0,8,0,0,0,2,0,0,31,0,0,0,7,0,10,38,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420733,0,4,0,0,0,0,0,0,13,0,0,0,0,0,4,13,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420734,0,3,0,0,0,0,0,0,8,0,0,0,0,0,3,8,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420735,0,4,0,0,0,0,0,0,16,0,0,0,0,0,4,16,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420736,0,3,0,0,3,0,0,0,6,0,0,7,0,0,6,13,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420737,0,4,0,0,0,0,0,0,11,0,0,0,0,0,4,11,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420738,0,18,0,0,3,0,0,0,78,0,0,24,0,0,21,102,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420739,0,2,0,0,0,0,0,0,8,0,0,0,0,0,2,8,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420741,0,3,0,0,0,0,0,0,13,0,0,0,0,0,3,13,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420743,0,10,0,0,3,0,0,0,30,0,0,10,0,0,13,40,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420744,0,2,0,0,0,0,0,0,13,0,0,0,0,0,2,13,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420745,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420746,0,2,0,0,0,0,0,0,13,0,0,0,0,0,2,13,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420747,0,2,0,0,0,0,0,0,5,0,0,0,0,0,2,5,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420749,0,7,0,0,0,0,0,0,22,0,0,0,0,0,7,22,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420750,0,7,0,0,0,0,0,0,35,0,0,0,0,0,7,35,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420751,0,7,0,0,0,0,0,0,28,0,0,0,0,0,7,28,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420752,0,8,0,0,1,0,0,0,26,0,0,7,0,0,9,33,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420753,0,2,0,0,0,0,0,0,6,0,0,0,0,0,2,6,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420754,0,4,0,0,0,0,0,0,14,0,0,0,0,0,4,14,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420755,0,4,0,0,1,0,0,0,30,0,0,11,0,0,5,41,2018-11-28,1,270425009,1,1,Città d'acqua,Cannaregio,Venezia - Murano - Burano,"S. Marco, Castello, S. Elena, Cannaregio"
270420779,0,2,0,0,1,0,0,0,6,0,0,3,0,0,3,9,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420780,0,30,2,0,3,0,0,0,122,70,0,19,0,0,35,211,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420781,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420782,0,1,0,0,1,0,0,0,2,0,0,11,0,0,2,13,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420783,0,4,0,0,0,0,0,0,13,0,0,0,0,0,4,13,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420784,0,4,0,0,0,0,0,0,12,0,0,0,0,0,4,12,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420785,0,7,0,0,0,0,0,0,20,0,0,0,0,0,7,20,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420786,0,3,1,0,2,0,0,0,23,25,0,35,0,0,6,83,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420787,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420790,0,1,0,0,0,0,0,0,3,0,0,0,0,0,1,3,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420792,0,3,0,0,0,0,0,0,11,0,0,0,0,0,3,11,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420793,0,3,0,0,0,0,0,0,12,0,0,0,0,0,3,12,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420794,0,5,0,0,0,0,0,0,22,0,0,0,0,0,5,22,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420795,0,1,0,0,0,0,0,0,7,0,0,0,0,0,1,7,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420796,0,1,0,0,1,0,0,0,2,0,0,6,0,0,2,8,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420797,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420798,0,2,0,0,0,0,0,0,8,0,0,0,0,0,2,8,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420799,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,6,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420800,0,4,0,0,0,0,0,0,13,0,0,0,0,0,4,13,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420801,0,4,0,0,0,0,0,0,10,0,0,0,0,0,4,10,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420802,0,6,0,0,0,0,0,0,20,0,0,0,0,0,6,20,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420803,0,2,0,0,1,0,0,0,4,0,0,3,0,0,3,7,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420804,0,4,0,0,0,0,0,0,12,0,0,0,0,0,4,12,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420805,0,9,0,0,3,0,0,0,27,0,0,14,0,0,12,41,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420806,0,4,0,0,1,0,0,0,8,0,0,8,0,0,5,16,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420807,0,15,0,0,0,0,0,0,68,0,0,0,0,0,15,68,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420808,0,1,0,0,0,0,0,0,6,0,0,0,0,0,1,6,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420809,0,11,0,0,0,0,0,0,37,0,0,0,0,0,11,37,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420810,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420811,0,4,0,0,3,0,0,0,24,0,0,29,0,0,7,53,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420813,0,10,0,0,1,0,0,0,32,0,0,5,0,0,11,37,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420815,0,13,1,0,5,0,0,0,50,86,0,32,0,0,19,168,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420816,0,9,0,0,1,0,0,0,33,0,0,6,0,0,10,39,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420817,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420818,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,4,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
270420819,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,2,2018-11-28,1,270425013,1,2,Città d'acqua,San Polo,Venezia - Murano - Burano,"Dorsoduro, S. Polo, S. Croce, Giudecca, Sacca Fiso"
